0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
409.71564458421796,329.4165033831478,333.953466404181,337.10674548651474,334.2621579837202,337.1748998431315,333.1046159948465,338.71769051114785,330.24590238679247,333.5510820400217,332.01656534861775,323.74955550735547,330.8117112993395,319.2785505136356,340.0507489649317,338.277693310491
409.71564458421796,386.2079587835335,382.2990508494243,387.0567007745259,393.4285921032382,381.73366269207327,376.5267576774566,385.0993854338486,387.5452206692172,386.6383115985585,388.99717584457056,393.1552082019084,378.36498196943137,403.40427332865903,378.52923878990845,384.08530898061986
409.71564458421796,409.52362755316324,407.60359941217,408.5239673901542,408.72612028132346,405.27776427760244,407.19141534053347,408.3528171474347,406.8144844303169,408.3893581922166,407.1065195226166,403.83641795758876,408.9757513450518,409.0635405498752,407.32100885919897,406.32526446953824
409.71564458421796,408.5475362631451,409.10374633236626,408.3739433464052,410.15326697116683,409.0817538304195,408.93181964380415,410.6696452469895,411.0513910278724,411.42440297681384,406.8366831153258,408.1733195197303,408.55394643600454,408.8883614907075,411.46982834710656,408.59051670937674
409.71564458421796,408.8126050343767,409.1450053902754,408.580362016659,410.2272826789685,410.31122092667255,409.7697781575237,410.03804144610797,407.62057647605235,406.68802264474516,409.1716581420374,407.8796931271186,408.8699983226645,408.80532283677695,409.72087302001216,410.6550253911591
409.71564458421796,409.04050952057355,410.25106688256557,410.95191181510245,411.9068000541372,408.68506162788293,409.92265689503415,410.9388148989149,412.045048070413,409.54448396923556,409.11724560605364,410.41055877968796,408.33985103976926,411.8965329746112,409.3220426461705,408.4843722992406
409.71564458421796,408.61208636122535,408.6145485114909,410.736719197424,409.90094095320103,408.65585502584105,409.95462152605995,410.458839229993,410.9445530291731,411.1669671523966,410.3927919997016,411.27386938481726,407.2142287137358,409.7779481442423,410.38722764243926,408.1323299596108
409.71564458421796,409.8601868475676,410.34637048210766,409.6184565932794,410.4457608092448,408.485920718457,410.82237565147466,409.2557458497236,407.6673640925852,405.7729836391796,409.75999843478263,412.439304523299,412.562749881855,412.4064630921426,412.13960026475297,407.72909557551657
409.71564458421796,409.8281311854958,411.3790483662666,409.4711133331304,410.34483843958924,409.0180661969103,409.0975877366451,412.7312116930903,410.451184630972,408.76211149805977,411.7523897989101,409.8579510474083,409.713949800192,411.68642575807337,407.72852157824735,406.6409302985245
409.71564458421796,408.0660227265799,410.14226266491124,409.49566149079897,407.6220743242946,406.408995365343,407.12891802370825,407.9273000269632,412.2001172763912,409.31772338193736,409.6414966880318,409.7712433045409,411.00550995686234,409.6766310664992,410.25358172462154,407.1300107436348
409.71564458421796,410.36363349213303,410.877801708343,409.6516503328862,410.26617285361164,410.9840635112332,408.3018807366076,407.5016575478659,410.02975761317487,407.2561234965495,411.30796035206293,408.9975910185219,409.69464864725666,408.56327152733223,408.3506826033628,409.47814282169475
409.71564458421796,409.97115137257975,408.73761681078946,409.7374355534455,411.99590754252387,413.5307850020012,409.5167719761369,406.81642829567335,409.4483582604833,411.4530562447512,407.8401773208183,408.281628908704,410.19471760903593,407.92474779804746,409.7631849579954,407.7633509397297
409.71564458421796,409.4122549825561,409.61035287897323,410.54301741393556,407.8966166203551,409.94891897979153,410.0832739234951,409.44301862425334,412.16619233596293,408.09475045862854,409.3938935216723,410.6923808657092,409.31162208664864,408.10732307639245,407.31112656387273,408.7805259400448
409.71564458421796,411.4939006098008,410.4922251974085,407.4388330317571,410.40039816844086,408.062135747001,407.9187993117484,409.40801000643023,408.5996172233613,410.84470769267557,408.8118649483983,408.5796653863072,408.49193348899917,408.9778705656972,408.0625467405278,410.8562552820789
409.71564458421796,409.5186735860318,409.55173741623554,409.83936459697065,408.78175810434306,410.8781644568461,410.6988495131438,411.2769399887638,406.3998360784688,408.199465220433,409.25442360105797,411.1121995832523,409.98779217706254,408.71269590619966,409.2015863697913,408.142201400545
409.71564458421796,409.34140925967887,408.88913700622686,408.87366285529293,408.6078642687394,409.1773032590572,409.19820231524767,412.1201166766314,409.80344069472534,408.6919561684194,409.5757092227701,410.61686998693887,408.8699413476711,409.8592357313122,409.71233578947505,408.03537263773524
409.71564458421796,409.06081689972876,409.3414355010514,408.5002456016247,410.435526435845,410.48662613135775,409.4715303195657,407.66989354918553,407.29523019014067,408.68663269570845,409.43257949130106,409.6800892183636,412.9300677184171,407.74670458351386,411.01430309553615,409.8383270517785
409.71564458421796,411.7315268970817,411.6905064302339,409.1361152153324,407.9151735073379,409.9366994245909,410.0531500623568,407.4840811733085,408.70205149257373,411.1885838590899,411.7409295717114,409.1088558636771,409.47715924259865,408.6116962682634,409.33663442265436,408.39942147861467
409.71564458421796,409.67981471391505,414.1404568216182,409.57445731661875,408.688266762455,407.9486690219548,405.8559117030784,408.7208731570037,409.923043575026,409.3179073898553,410.6755055202942,407.96815117221223,411.16650032539116,411.5595622277067,409.39505025364616,407.5316531199904
409.71564458421796,412.2086634042658,412.0387864187666,412.5047880345204,409.32653429451335,410.43535336652263,408.747972125314,410.15968650418375,410.35607030823815,409.1590828026366,407.4066027181277,412.63674288352934,410.8593466701925,408.3084731839812,406.6048747258825,410.2656369814017
409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796,409.71564458421796
